delay,gain
18.283,9.10245e-08
19.9648,7.63715e-08
24.7635,4.96844e-08
18.9656,8.46083e-08
22.15,6.20754e-08
19.2036,8.2529e-08
18.2938,9.09175e-08
19.5622,7.95389e-08
20.6117,7.16642e-08
18.6062,8.7899e-08
21.3096,6.70571e-08
20.2805,7.4018e-08
20.3856,7.3259e-08
19.3815,8.10254e-08
24.5991,5.03493e-08
19.1264,8.31953e-08
20.0615,7.56391e-08
20.9053,6.967e-08
20.5367,7.2187e-08
21.0436,6.87589e-08
24.6893,4.99826e-08
28.4765,3.75873e-08
24.5876,5.03966e-08
21.3987,6.6501e-08
18.2895,9.09601e-08
21.5368,6.56525e-08
18.2905,9.09505e-08
23.3794,5.573e-08
26.6717,4.28389e-08
23.1048,5.70602e-08
19.614,7.91204e-08
21.777,3.21077e-08
22.8631,2.91354e-08
21.9225,3.16838e-08
20.7284,3.54305e-08
22.0174,3.14118e-08
22.119,3.11245e-08
20.5495,3.60487e-08
22.5203,3.00273e-08
24.3257,2.57428e-08
21.9726,3.15398e-08
23.4015,2.78124e-08
22.0145,3.14202e-08
22.3814,3.04004e-08
22.0863,3.12164e-08
20.8498,3.50202e-08
23.5415,2.74832e-08
23.392,2.7835e-08
20.5006,3.62204e-08
21.1745,3.39568e-08
20.6999,3.55281e-08
22.1189,3.11247e-08
21.7176,3.22833e-08
24.5752,2.52236e-08
28.3359,1.89804e-08
20.7772,3.52648e-08
21.0899,3.4229e-08
21.7803,3.20981e-08
21.662,3.24489e-08
20.7134,3.54819e-08
19.9893,3.80926e-08
20.724,3.54457e-08
20.4556,3.63796e-08
18.7987,4.30563e-08
19.0727,4.18317e-08
22.5095,3.00561e-08
26.9368,2.10005e-08
20.7809,3.52524e-08
22.1658,3.09935e-08
19.4832,4.00919e-08
19.7662,3.8955e-08
19.5876,3.96666e-08
22.5164,3.00378e-08
19.6084,3.95827e-08
23.2945,2.80682e-08
22.329,3.05431e-08
21.8798,3.18072e-08
21.3346,3.34501e-08
26.6786,2.14084e-08
20.6902,3.55612e-08
21.7264,3.2257e-08
20.9665,3.46323e-08
21.5857,3.26782e-08
21.3074,3.35354e-08
26.5942,2.15443e-08
30.439,1.64509e-08
26.8533,2.11311e-08
23.2516,2.81715e-08
20.8808,3.49164e-08
23.5411,2.74842e-08
20.85,3.50196e-08
24.4945,2.53899e-08
28.6283,1.85952e-08
24.8531,2.46635e-08
20.1484,3.74949e-08
23.8341,1.34069e-08
25.5587,1.16613e-08
23.7587,1.3492e-08
22.4389,1.51226e-08
24.0638,1.31527e-08
24.1844,1.3022e-08
22.5056,1.50332e-08
22.6485,1.48445e-08
24.4675,1.27229e-08
24.716,1.24687e-08
24.1509,1.30581e-08
24.4808,1.27091e-08
23.0308,1.43567e-08
24.1871,1.30191e-08
22.6047,1.4902e-08
25.8327,1.14156e-08
25.2616,1.19368e-08
23.2704,1.40631e-08
21.6684,1.62149e-08
22.9917,1.44054e-08
22.8611,1.45702e-08
24.036,1.3183e-08
25.6055,1.16188e-08
30.3637,8.26627e-09
20.8854,1.74506e-08
21.6543,1.62359e-08
21.9656,1.578e-08
21.6851,1.61899e-08
22.2208,1.54203e-08
20.0071,1.90125e-08
22.9566,1.44495e-08
22.9616,1.44432e-08
21.4646,1.65235e-08
19.8603,1.92939e-08
22.9316,1.4481e-08
27.0112,1.04426e-08
22.1743,1.54848e-08
23.7187,1.35374e-08
21.4296,1.65774e-08
20.1011,1.88355e-08
20.1282,1.8785e-08
22.5393,1.49884e-08
22.1983,1.54515e-08
25.6941,1.15389e-08
