ray_id,x,y,z
42,-0.999,-0.0831766,-0.584867
43,0.183425,-0.999,-0.781086
44,-0.999,0.249486,0.538386
45,-0.999,0.901196,-0.101642
46,0.999,0.184928,0.738166
47,-0.430658,-0.999,-0.607505
48,0.292044,0.997088,0.999
49,-0.595097,-0.999,-0.420379
50,-0.999,0.0440615,-0.37536
51,0.284376,0.999,0.341965
52,0.999,-0.33603,-0.178501
53,-0.167716,0.999,0.401593
54,0.00545348,0.960174,-0.999
55,0.809914,0.999,0.207367
56,-0.999,0.216752,0.36595
57,0.565532,0.460459,0.999
58,-0.999,0.769675,-0.845832
59,-0.322331,-0.999,0.335284
60,0.999,-0.853624,-0.682123
61,-0.999,-0.0995784,-0.40668
62,0.932237,0.346622,-0.999
63,0.999,-0.547334,-0.882747
0,-0.999,0.515103,-0.950547
1,0.871207,-0.999,-0.657304
2,0.210221,-0.466226,0.999
3,-0.999,0.201161,-0.207532
4,0.564425,-0.0558021,-0.999
5,-0.999,0.97248,0.893199
6,-0.634396,-0.707026,-0.999
7,-0.999,-0.22953,0.654307
8,0.999,-0.16063,-0.373126
9,0.589965,-0.999,-0.776578
10,-0.10639,0.563367,0.999
11,0.999,0.0352593,0.436305
12,0.413261,-0.981605,-0.999
13,-0.927936,-0.999,0.19172
14,0.999,0.655529,0.386232
15,-0.645046,-0.999,0.836997
16,-0.999,-0.95015,0.0122003
17,-0.749785,0.999,-0.142738
18,0.214376,-0.999,0.549419
19,-0.999,-0.154867,-0.0656228
20,0.784075,-0.999,0.0908208
21,0.393589,0.999,0.567188
22,0.901204,0.999,-0.873753
23,-0.999,-0.579194,-0.139082
24,0.999,-0.246496,-0.125706
25,0.458133,0.786691,-0.999
26,0.250995,-0.689838,0.999
27,0.572814,-0.999,0.488796
28,0.960114,-0.0713008,0.999
29,-0.529529,0.999,0.814072
30,0.113239,-0.999,-0.541635
31,-0.999,0.208608,0.772683
32,-0.149763,0.530962,0.999
33,0.607279,0.999,-0.947464
34,0.843137,0.999,-0.643392
35,-0.604213,-0.999,0.731284
36,0.999,-0.742152,0.792159
37,0.751467,-0.999,-0.928488
38,0.999,-0.833388,0.103945
39,0.999,0.702191,0.989889
40,-0.999,-0.566043,0.546649
41,-0.999,0.014288,0.610079
42,-0.576854,-0.0845818,-0.999
43,-0.999,0.794456,-0.567302
44,0.358884,0.610836,0.999
45,0.411484,-0.368084,-0.999
46,0.956405,0.0672505,0.999
47,-0.999,-0.350281,-0.935188
48,-0.462909,0.674518,-0.999
49,-0.999,-0.899875,-0.228098
50,0.612967,-0.373353,0.999
51,0.151676,0.650725,0.999
52,0.135767,0.459329,-0.999
53,0.412146,-0.999,-0.605159
54,-0.56537,0.786586,0.999
55,0.953959,-0.999,-0.192045
56,0.999,0.125356,0.794762
57,-0.999,0.858129,-0.0474195
58,-0.852731,0.999,-0.80149
59,0.470608,0.155387,-0.999
60,0.789378,-0.999,-0.718476
61,0.999,0.188097,-0.329007
62,0.999,0.763514,-0.792929
63,-0.999,0.448623,-0.355849
0,-0.849167,0.839883,-0.999
1,0.999,-0.894095,-0.747752
2,0.312975,-0.208984,-0.999
3,-0.474961,-0.999,-0.538375
4,0.999,-0.196404,0.214346
5,-0.960401,0.999,0.92425
6,-0.602918,-0.999,-0.145938
7,0.999,0.619622,-0.853199
8,0.408383,-0.999,-0.733507
9,0.999,-0.0715757,-0.910826
10,-0.796234,-0.999,0.372174
11,-0.625449,0.999,0.943877
12,0.999,-0.757982,-0.202368
13,-0.0757378,-0.150351,0.999
14,-0.494227,0.768836,0.999
15,0.999,-0.0832748,-0.0901452
16,-0.704946,-0.999,-0.0164
17,-0.378189,-0.999,-0.355081
18,0.227368,0.999,-0.50763
19,0.999,-0.259932,0.32122
20,-0.209674,0.880926,0.999
21,0.725825,0.917537,0.999
22,0.999,0.973291,-0.810858
23,0.999,0.20802,-0.837973
24,0.217439,-0.999,-0.50255
25,-0.85822,0.999,-0.24147
26,0.25324,-0.999,0.847
27,-0.273184,0.999,-0.363426
28,0.412553,-0.560221,-0.999
29,0.999,0.531866,0.233534
30,-0.999,0.400505,-0.907845
31,-0.720494,0.0900488,0.999
32,0.749183,0.999,0.708483
33,0.608143,0.977671,-0.999
34,0.766271,0.195362,-0.999
35,-0.642015,-0.875851,0.999
36,0.929278,-0.797563,0.999
37,0.57863,-0.960279,-0.999
38,0.583196,-0.0403455,-0.999
39,0.880933,0.999,0.740523
40,-0.913605,-0.234167,0.999
41,0.999,0.704572,-0.175006
42,0.999,-0.0898306,0.551657
43,-0.86337,0.999,-0.542801
44,0.999,0.781445,0.781052
45,0.999,-0.897683,-0.624166
46,0.631211,-0.83117,-0.999
47,-0.88639,-0.22197,-0.999
48,-0.999,0.445035,0.423135
49,0.999,-0.410495,0.721189
50,0.999,-0.473574,0.668776
51,-0.251443,-0.407276,-0.999
52,-0.451043,0.999,-0.44056
53,0.639564,-0.215007,-0.999
54,-0.999,0.654415,-0.523059
55,0.999,-0.360059,-0.319709
56,0.0422408,0.0816124,0.999
57,-0.440486,0.999,-0.420736
58,0.416747,-0.999,-0.416644
59,0.999,0.926093,-0.107521
60,-0.833977,0.134565,-0.999
61,-0.999,0.475773,-0.251334
62,0.96056,0.999,-0.676033
63,0.107678,0.999,-0.0641501
0,-0.7753,0.999,-0.974619
1,0.639813,-0.601528,-0.999
2,0.415728,0.0482585,0.999
3,0.256231,0.676982,-0.999
4,0.716961,-0.287445,0.999
5,-0.866236,0.931862,0.999
6,-0.560634,-0.605441,0.999
7,0.804337,0.702313,-0.999
8,-0.0283643,-0.378304,-0.999
9,0.726637,0.544459,-0.999
10,-0.999,-0.537214,0.187023
11,-0.805067,0.892327,0.999
12,0.113427,-0.420465,0.999
13,0.999,0.920907,-0.0212997
14,-0.999,0.807215,0.79111
15,-0.615373,0.815376,-0.999
16,0.999,-0.709968,-0.182227
17,-0.00659281,0.999,-0.567423
18,0.23342,0.0678732,-0.999
19,-0.999,-0.364998,0.708063
20,-0.272617,0.999,0.941413
21,0.999,0.85031,0.641825
22,-0.999,0.4531,0.461721
23,0.535562,0.390524,-0.999
24,-0.814255,-0.00434154,-0.999
25,-0.999,0.976025,-0.159879
26,0.267711,0.999,-0.132643
27,-0.905109,-0.49417,-0.999
28,-0.0799728,-0.999,0.799083
29,-0.999,-0.0786486,-0.525194
30,-0.718858,0.752684,-0.999
31,0.999,-0.642364,-0.405272
32,0.999,0.868133,0.627424
33,0.641015,0.166097,0.999
34,0.651936,-0.999,-0.468568
35,-0.923224,0.0402654,-0.999
36,0.674557,-0.999,0.239674
37,-0.999,-0.60662,-0.34584
38,0.0377267,0.999,0.449201
39,0.0884224,-0.999,-0.933308
40,-0.59604,0.999,-0.686906
41,0.143467,0.999,-0.511007
42,0.543083,-0.0913482,0.999
43,0.455685,-0.999,-0.304515
44,0.17771,0.999,0.501853
45,0.885301,-0.999,-0.551749
46,0.570101,-0.999,-0.623352
47,0.18606,0.999,-0.381756
48,-0.781138,0.351948,0.999
49,0.411883,-0.266762,0.999
50,-0.95686,-0.980039,-0.999
51,-0.477282,-0.999,0.120901
52,-0.999,0.493206,0.0818574
53,0.992009,0.999,-0.387088
54,-0.862807,0.612999,-0.999
55,0.900996,0.999,-0.591457
56,-0.999,0.0339602,0.775425
57,0.426141,0.778863,-0.999
58,0.999,-0.0805737,-0.23983
59,0.948234,0.999,-0.0220322
60,-0.999,0.250496,-0.970208
61,0.999,0.763448,-0.17366
62,0.635634,-0.999,0.312077
63,0.999,0.55442,0.171049
0,0.146911,-0.999,-0.670237
1,-0.999,0.734143,0.1526
2,0.518481,0.305501,-0.999
3,0.397156,0.999,-0.910029
4,-0.000653028,-0.519087,-0.999
5,0.999,-0.39873,-0.502275
6,-0.486873,0.0810913,-0.999
7,0.103549,0.999,-0.470515
8,-0.998198,0.999,-0.40723
9,0.525232,0.999,-0.933058
10,-0.320696,0.999,-0.429317
11,-0.999,0.776558,0.938092
12,-0.999,0.00389427,-0.512732
13,0.919576,0.999,-0.0966308
14,0.999,0.9589,-0.030549
15,-0.947039,0.999,-0.812074
16,-0.999,-0.371087,-0.376653
17,0.365003,-0.999,-0.779766
18,0.240361,-0.999,-0.43432
19,0.509576,-0.444287,0.999
20,-0.999,-0.377027,0.275932
21,-0.261302,0.541287,-0.999
22,-0.153458,0.233068,0.999
23,-0.999,0.995235,-0.462137
24,-0.999,0.174735,-0.90944
25,0.999,0.652097,0.990497
26,0.280523,-0.770875,-0.999
27,-0.999,-0.718387,-0.903411
28,-0.135007,-0.949859,0.999
29,0.251959,-0.460704,-0.999
30,-0.52213,0.999,-0.934285
31,0.270348,-0.95255,-0.999
32,-0.999,-0.174875,-0.018604
33,0.673887,-0.645478,-0.999
34,0.460736,0.999,0.418473
35,-0.999,0.290386,-0.453228
36,0.258699,-0.668502,-0.999
37,0.999,-0.158786,0.481248
38,-0.169733,0.603322,0.999
39,0.0568456,-0.919352,-0.999
40,-0.537064,0.769799,-0.999
41,-0.999,0.604144,-0.96009
42,-0.999,-0.0964846,-0.518448
43,0.999,-0.174103,-0.206185
44,-0.999,0.685597,0.10149
45,-0.999,0.697563,0.649026
46,0.306016,-0.269409,0.999
47,0.999,0.0715805,0.0867035
48,-0.0261856,0.0293787,-0.999
49,-0.999,0.0788842,0.328524
50,-0.999,-0.99121,-0.962192
51,-0.654561,-0.533724,0.999
52,-0.0342137,-0.395722,0.999
53,0.999,0.971451,-0.373214
54,-0.291984,0.439411,0.999
55,0.756951,-0.999,-0.990869
56,0.999,-0.0574359,0.346613
57,0.999,0.633093,-0.615426
58,0.312775,0.999,-0.0317985
59,0.341315,0.115427,0.999
60,0.0743487,0.999,-0.784066
61,-0.64475,0.999,-0.109791
62,0.40942,0.392703,0.999
63,-0.999,-0.441536,0.697947
0,0.999,0.850172,-0.388669
1,-0.672605,0.999,0.381818
2,0.621234,0.562743,0.999
3,0.999,-0.382792,-0.529435
4,-0.718267,-0.75073,0.999
5,0.380278,-0.839867,-0.999
6,-0.413111,0.767624,0.999
7,-0.999,0.530225,0.361705
8,-0.999,0.996439,-0.40613
9,-0.35857,-0.999,-0.643695
10,0.307361,-0.42434,-0.999
11,0.999,-0.410624,0.313488
12,-0.640116,0.140675,-0.999
13,-0.0328783,0.0505129,-0.999
14,0.457359,0.999,-0.253182
15,-0.999,0.969519,-0.782226
16,0.999,-0.0322059,-0.57108
17,0.736599,0.999,-0.992109
18,0.253353,0.999,0.622729
19,0.999,-0.470063,0.904094
20,-0.66969,-0.999,-0.0253535
21,-0.999,0.36016,-0.03668
22,0.999,-0.0670915,0.264699
23,-0.9869,0.999,-0.457907
24,-0.143007,0.999,-0.496707
25,0.982486,0.649421,0.999
26,0.282181,-0.999,-0.886714
27,-0.879818,-0.999,-0.783352
28,-0.682568,-0.460939,-0.999
29,0.999,-0.689164,-0.715078
30,0.999,-0.91454,-0.433566
31,0.158885,-0.999,-0.908024
32,0.582413,-0.999,-0.529679
33,0.688247,-0.999,-0.125772
34,0.335388,-0.311506,0.999
35,-0.794568,0.956382,0.999
36,-0.41188,-0.135567,0.999
37,-0.254779,0.122097,0.999
38,-0.922663,-0.832702,-0.999
39,-0.704088,0.999,0.608139
40,-0.160523,-0.693569,0.999
41,-0.89738,0.569054,-0.999
42,-0.509313,-0.0981146,-0.999
43,0.22426,0.999,-0.0662296
44,0.999,0.153639,-0.578073
45,-0.662917,0.999,0.863082
46,-0.019178,0.629012,-0.999
47,0.0585384,-0.999,0.627982
48,0.728767,-0.293191,0.999
49,0.999,0.568264,-0.620764
50,-0.965054,-0.999,-0.933229
51,-0.999,0.372893,-0.713973
52,0.621631,-0.999,0.374863
53,0.427129,-0.999,0.619664
54,0.278839,0.265823,-0.999
55,0.753658,-0.953301,-0.999
56,-0.999,-0.148832,-0.0821996
57,-0.999,0.125316,0.720728
58,-0.956703,-0.999,0.353047
59,-0.424863,-0.999,-0.291219
60,0.999,0.352631,-0.623539
61,-0.999,0.947876,-0.0959873
62,0.310708,0.999,0.698812
63,0.121901,-0.999,0.993395
0,0.929879,0.999,-0.365855
1,0.20765,0.282009,0.999
2,0.723988,0.819986,-0.999
3,0.729727,-0.999,-0.359434
4,-0.999,-0.841672,0.214199
5,0.155682,-0.999,-0.818326
6,-0.388145,0.999,0.322383
7,-0.1526,0.170684,0.999
8,0.405779,-0.999,0.451033
9,-0.999,0.451797,-0.433685
10,0.561374,-0.999,-0.768191
11,0.00659776,-0.999,0.00340387
12,0.832196,0.701816,0.999
13,-0.999,-0.912581,-0.0817189
14,-0.999,0.888415,-0.852208
15,0.999,-0.143237,0.344403
16,-0.999,0.306675,-0.765507
17,0.750408,0.924713,-0.999
18,0.25799,0.285538,0.999
19,-0.999,-0.575128,0.517251
20,0.387003,0.999,-0.99212
21,-0.203221,0.165038,0.999
22,-0.987622,-0.584061,-0.999
23,0.999,0.216551,0.236753
24,0.999,-0.102975,0.054414
25,-0.999,0.328168,-0.141873
26,0.296652,0.999,0.0929297
27,-0.0338202,0.999,0.0688691
28,-0.999,-0.177503,0.159861
29,-0.0187672,-0.999,-0.328781
30,0.931021,-0.999,-0.411204
31,-0.999,-0.505664,0.0378613
32,0.999,-0.781118,-0.664633
33,0.706759,-0.541948,0.999
34,0.269535,-0.999,0.693486
35,-0.781179,0.999,0.903823
36,-0.999,0.331835,-0.75419
37,-0.999,0.289049,0.690664
38,-0.999,-0.980203,-0.793672
39,-0.889623,0.531013,0.999
40,-0.081675,-0.999,0.580406
41,0.999,-0.0861394,-0.253825
42,0.999,-0.103139,0.485238
43,-0.999,-0.85634,0.154931
44,-0.242142,-0.176644,-0.999
45,-0.447947,0.80555,0.999
46,-0.153462,0.999,-0.173547
47,-0.587836,-0.262508,0.999
48,0.999,-0.409081,0.280817
49,0.200407,0.763769,-0.999
50,0.999,-0.490155,0.743391
51,-0.94132,0.524277,-0.999
52,0.999,-0.650381,0.0147866
53,0.208066,-0.243808,0.999
54,0.849662,0.0922359,0.999
55,0.612906,0.999,-0.608719
56,0.999,-0.240228,-0.511012
57,-0.581186,0.0191841,0.999
58,-0.999,-0.930822,0.366172
59,-0.845762,-0.386241,-0.999
60,-0.938076,-0.999,-0.287608
61,0.999,0.6602,-0.018314
62,-0.0142186,-0.999,-0.289299
63,0.146961,-0.986514,0.999
0,0.00766879,-0.999,-0.0614731
1,0.999,-0.363381,0.442553
2,0.795893,0.999,0.399872
3,-0.142391,0.999,0.191162
4,-0.563119,-0.982372,-0.999
5,-0.999,-0.175021,0.111351
6,-0.33935,0.544843,-0.999
7,0.999,-0.318928,0.12979
8,0.999,-0.154507,0.813613
9,-0.756627,0.999,-0.354331
10,0.999,-0.0049603,-0.369635
11,-0.999,-0.401194,-0.311116
12,0.999,0.765771,0.771167
13,-0.911215,-0.999,0.00154174
14,-0.639438,0.861131,-0.999
15,-0.164238,-0.79076,0.999
16,0.999,0.645557,-0.959934
17,0.999,-0.417964,-0.856375
18,0.266345,-0.999,0.319221
19,0.999,-0.680194,0.130408
20,0.395616,0.982706,-0.999
21,0.999,-0.129989,-0.568465
22,-0.999,-0.587283,-0.99112
23,-0.999,-0.570664,0.935643
24,0.0685741,-0.999,0.503036
25,0.49216,0.0865324,-0.999
26,0.310051,-0.851912,0.999
27,0.812178,-0.999,0.921091
28,-0.768872,0.0279805,0.999
29,-0.999,-0.699322,0.0436491
30,-0.659088,0.999,0.111876
31,0.179799,-0.00385076,0.999
32,-0.0387244,-0.23967,-0.999
33,0.739632,0.269627,-0.999
34,0.0783338,0.999,-0.193554
35,-0.513359,0.126502,-0.999
36,-0.916541,0.397368,-0.999
37,0.999,0.736883,-0.136424
38,-0.98862,-0.999,-0.766114
39,-0.999,0.252602,0.765876
40,0.216018,0.157937,-0.999
41,-0.999,-0.776423,0.531259
42,0.475542,-0.104881,0.999
43,-0.904205,-0.999,0.172056
44,-0.999,-0.378319,-0.741365
45,0.999,-0.497442,0.0767816
46,-0.344372,0.471567,0.999
47,-0.999,0.207119,0.761781
48,0.51528,-0.615761,-0.999
49,-0.764541,0.999,-0.540764
50,0.698246,-0.412275,0.999
51,-0.76006,0.999,-0.100163
52,-0.06734,0.332116,-0.999
53,-0.152733,0.999,0.372584
54,0.999,0.046518,0.472522
55,0.468861,-0.999,-0.209307
56,-0.999,-0.331624,-0.939824
57,0.999,-0.382462,-0.0578828
58,0.227181,0.999,0.737893
59,-0.999,-0.161697,-0.739268
60,-0.999,-0.955759,-0.276869
61,-0.999,0.372525,0.0593592
62,-0.247922,0.438785,-0.999
63,0.999,-0.561507,0.774155
0,-0.914541,0.999,0.242909
1,0.217418,-0.999,-0.106333
2,0.826741,0.921772,0.999
3,-0.999,-0.966745,0.732599
4,-0.508509,-0.999,-0.846877
5,0.10568,0.612596,0.999
6,-0.265589,-0.141689,0.999
7,-0.499137,-0.95532,-0.999
8,0.693537,0.279611,0.999
9,0.127176,-0.999,-0.0649666
10,0.555556,0.999,0.0333002
11,0.999,0.785989,-0.935719
12,0.384433,0.999,-0.0632481
13,0.141494,0.0493253,0.999
14,0.999,0.73673,-0.325134
15,-0.540125,-0.999,0.787152
16,0.587063,0.715391,-0.999
17,0.890805,-0.999,-0.794548
18,0.279337,0.999,-0.737828
19,-0.999,-0.785259,-0.256435
20,0.999,-0.160638,-0.44605
21,0.667744,-0.211212,-0.999
22,0.586998,-0.999,0.0185396
23,-0.814924,-0.643154,0.999
24,-0.962113,-0.0053128,0.999
25,0.999,0.00423934,-0.706751
26,0.311123,-0.999,0.926427
27,0.890511,-0.813908,0.999
28,-0.221311,0.5169,-0.999
29,0.999,-0.0888066,0.802377
30,-0.999,0.570424,0.224022
31,0.999,0.345308,0.32955
32,-0.999,0.261889,-0.688339
33,0.769215,0.999,0.799993
34,-0.095495,-0.818374,-0.999
35,-0.23215,-0.789615,0.999
36,-0.245962,0.930303,0.999
37,-0.175476,0.999,-0.622364
38,-0.323408,0.269725,0.999
39,-0.502402,-0.999,-0.28297
40,0.43269,0.999,0.151281
41,-0.351542,-0.999,0.785541
42,-0.999,-0.109793,-0.452028
43,0.414851,0.999,0.410341
44,0.999,-0.910278,-0.0618029
45,0.440534,-0.999,-0.278914
46,-0.669567,-0.426854,-0.999
47,-0.303137,0.999,0.36128
48,-0.239672,-0.938331,0.999
49,-0.999,0.941357,-0.428949
50,-0.999,0.0274807,-0.449975
51,-0.538201,0.416722,0.999
52,-0.792219,0.999,-0.309166
53,-0.732595,-0.999,-0.634169
54,0.578515,-0.0813517,-0.999
55,0.324816,0.999,0.190105
56,-0.718479,-0.34445,-0.999
57,-0.410487,-0.740494,-0.999
58,0.999,-0.217929,0.972174
59,-0.20104,0.999,0.604471
60,0.999,0.440113,0.0697999
61,0.999,0.0848493,0.137032
62,-0.339145,0.999,-0.72159
63,-0.999,0.43445,0.247257
0,-0.999,0.813759,0.271115
1,-0.999,-0.0073812,-0.961295
2,0.929494,0.66453,-0.999
3,-0.984492,-0.999,0.741758
4,0.154495,-0.784985,0.999
5,0.649038,0.999,0.561901
6,-0.191827,-0.828222,-0.999
7,-0.604319,-0.999,-0.919679
8,0.18664,0.999,0.689703
9,0.999,0.975169,0.220803
10,-0.326514,-0.999,0.834792
11,0.793274,0.908167,-0.999
12,-0.305507,0.736044,-0.999
13,0.999,0.904256,0.184737
14,-0.999,0.585044,0.496525
15,-0.999,-0.743008,0.527968
16,-0.999,0.984438,-0.844639
17,0.519209,0.999,-0.582205
18,0.28256,0.503204,-0.999
19,0.999,-0.890325,-0.643278
20,0.555304,-0.999,-0.0401139
21,-0.866733,-0.587462,0.999
22,0.999,-0.891526,0.28146
23,0.0912275,-0.999,0.682191
24,-0.999,0.0312141,0.980732
25,-0.999,-0.319689,0.443626
26,0.325593,0.999,-0.0532159
27,0.999,-0.555197,0.888706
28,0.319731,0.999,0.976203
29,0.478327,0.0702123,0.999
30,0.250197,-0.999,0.634957
31,-0.538923,0.999,-0.925707
32,0.415643,0.999,-0.23116
33,0.772504,0.917799,0.999
34,-0.112867,-0.999,-0.918405
35,-0.167571,-0.999,0.539931
36,-0.158265,0.999,0.737573
37,-0.999,0.814282,-0.963512
38,0.0594863,0.999,-0.0175706
39,-0.162909,-0.142675,-0.999
40,0.592559,0.377696,0.999
41,0.194519,-0.810437,0.999
42,-0.441771,-0.111647,-0.999
43,0.999,0.112219,0.516048
44,0.66184,-0.999,0.0528149
45,-0.691622,0.0198151,-0.999
46,-0.877024,-0.999,0.276258
47,0.999,-0.48582,-0.388735
48,-0.384006,-0.999,0.616828
49,0.999,0.451977,0.520338
50,-0.354353,0.19441,-0.999
51,-0.135082,-0.641279,-0.999
52,-0.999,0.807556,-0.111431
53,-0.943304,-0.272608,-0.999
54,0.00769198,-0.254939,0.999
55,0.180771,-0.999,0.589517
56,0.999,-0.42302,-0.630363
57,-0.999,-0.89024,-0.604963
58,0.907213,-0.362463,0.999
59,0.0338393,0.657055,0.999
60,0.197198,0.999,0.20885
61,-0.999,-0.202826,0.214706
62,-0.664071,-0.999,0.266521
63,0.136124,0.999,-0.0519393
0,-0.162248,-0.999,0.547291
1,-0.943886,0.0375104,-0.999
2,0.999,0.488019,0.372646
3,-0.575449,-0.061425,0.999
4,0.872109,-0.553343,-0.999
5,0.999,0.748771,0.279573
6,-0.173371,-0.999,-0.498828
7,-0.999,-0.830919,-0.621284
8,-0.999,-0.687425,-0.034357
9,0.988022,0.999,0.224397
10,-0.508332,-0.586954,0.999
11,0.638644,0.999,-0.950685
12,-0.999,0.471353,-0.056067
13,0.902855,0.999,0.0935473
14,0.225896,0.492099,0.999
15,0.999,0.369748,-0.598662
16,-0.907202,0.999,-0.835711
17,0.147613,-0.999,-0.369863
18,0.29233,-0.999,-0.204122
19,-0.844351,-0.987209,-0.999
20,-0.501388,0.999,0.926652
21,-0.999,-0.620138,0.82539
22,-0.129701,-0.597809,0.999
23,0.999,-0.641122,0.364467
24,0.00585848,0.999,0.496222
25,-0.0321928,-0.476356,0.999
26,0.339579,-0.93295,-0.999
27,0.340824,0.999,0.225688
28,0.32625,0.99318,0.999
29,-0.999,0.521708,0.437896
30,0.999,-0.0563882,0.881611
31,-0.629945,0.960252,-0.999
32,0.999,0.694103,-0.0423104
33,0.805376,0.106225,-0.999
34,-0.304068,0.999,-0.0313644
35,0.0490588,-0.293269,-0.999
36,0.424617,0.535761,-0.999
37,-0.910811,0.794526,-0.999
38,0.429521,0.293251,-0.999
39,0.290108,0.999,-0.0421992
40,0.947055,-0.999,-0.882969
41,0.999,-0.532293,0.682656
42,0.999,-0.116447,0.418818
43,0.265094,-0.999,0.648627
44,-0.999,-0.556764,0.617759
45,-0.999,0.297321,-0.80259
46,-0.994761,-0.673725,0.999
47,0.547735,-0.999,-0.648459
48,-0.994625,-0.7381,-0.999
49,-0.0110678,0.2047,0.999
50,0.999,0.545116,0.156559
51,0.00159776,-0.999,-0.321227
52,0.168894,-0.268509,0.999
53,-0.999,-0.0771565,-0.900565
54,-0.563131,-0.428527,-0.999
55,0.036726,0.999,0.988929
56,-0.999,-0.514417,-0.201551
57,-0.566902,-0.999,-0.316143
58,0.502341,-0.999,0.876262
59,0.999,-0.749513,-0.627984
60,-0.999,0.163015,0.416469
61,0.999,-0.490502,0.292379
62,-0.905265,0.484866,0.999
63,0.999,0.568593,-0.27964
0,0.759962,0.999,0.851673
1,0.237769,0.999,-0.169153
2,0.966753,0.407288,0.999
3,-0.112374,0.999,0.706646
4,0.999,-0.51206,-0.642745
5,-0.591638,-0.385324,-0.999
6,-0.118066,-0.484245,0.999
7,0.999,0.0182337,0.886222
8,-0.779059,-0.999,-0.16856
9,0.104219,-0.999,0.513761
10,-0.999,0.527294,0.552247
11,-0.999,0.0258288,-0.438677
12,-0.221181,0.174904,0.999
13,-0.25011,-0.149164,-0.999
14,0.999,0.433359,0.680816
15,0.286898,0.766145,-0.999
16,0.999,0.675681,-0.650212
17,-0.223983,0.999,-0.15752
18,0.305322,0.999,0.852927
19,-0.999,-0.99539,-0.968879
20,-0.581559,0.847338,0.999
21,0.40221,-0.963711,-0.999
22,-0.999,-0.371335,0.444961
23,-0.999,0.146093,-0.334424
24,0.999,0.0405464,0.0168783
25,0.999,-0.643618,0.404998
26,0.340064,-0.999,-0.966141
27,-0.505174,-0.999,-0.626534
28,0.87381,0.50426,-0.999
29,0.567063,0.999,-0.156509
30,0.639109,0.396047,0.999
31,-0.999,0.80272,-0.69696
32,-0.999,-0.348904,0.603718
33,0.838248,-0.70535,0.999
34,-0.495269,-0.999,0.855676
35,0.330268,0.622847,0.999
36,0.999,0.0784822,0.716221
37,0.999,0.366448,-0.2084
38,0.999,-0.794794,0.515601
39,0.783559,-0.245663,0.999
40,0.969099,-0.913328,-0.999
41,-0.999,0.157991,-0.102428
42,0.408,-0.118414,0.999
43,-0.999,0.918223,0.877164
44,0.125399,-0.257548,0.999
45,-0.21815,0.999,-0.305255
46,-0.999,-0.659252,0.966797
47,-0.0630612,-0.303047,-0.999
48,-0.999,-0.735803,-0.984768
49,-0.999,-0.0374022,0.529375
50,0.0104595,0.801096,0.999
51,0.268037,-0.299721,0.999
52,0.962807,-0.999,0.243469
53,-0.686543,0.999,-0.358079
54,-0.999,-0.561379,0.530898
55,0.0327333,0.943591,0.999
56,0.999,-0.605813,0.227262
57,0.999,-0.600982,0.731192
58,-0.767137,0.999,0.491416
59,0.826943,-0.999,-0.917723
60,0.666529,-0.999,0.705308
61,-0.999,-0.778177,0.370052
62,-0.988998,0.999,0.744368
63,-0.999,-0.427364,-0.806538
0,0.999,0.478689,0.930899
1,0.999,0.378143,0.366143
2,0.863999,0.150045,-0.999
3,0.759743,-0.999,0.15605
4,0.409277,-0.3217,0.999
5,-0.999,-0.676479,-0.670497
6,-0.0443045,0.202287,-0.999
7,0.848127,0.082323,0.999
8,0.583562,0.937525,-0.999
9,-0.779584,0.999,0.803125
10,-0.790416,0.999,0.362717
11,0.72831,-0.999,0.101035
12,0.999,-0.290524,-0.659033
13,-0.999,-0.89593,-0.287756
14,-0.999,0.281674,-0.140842
15,-0.13321,0.999,-0.762229
16,-0.999,0.3368,-0.455785
17,-0.595579,-0.999,0.054823
18,0.30713,0.720869,0.999
19,-0.911288,-0.999,-0.951905
20,-0.999,0.055751,0.616169
21,0.550208,-0.999,-0.806199
22,0.999,0.148856,-0.827619
23,0.904714,0.895783,-0.999
24,-0.0802911,-0.999,-0.503521
25,-0.999,-0.967546,-0.745378
26,0.354535,0.999,0.0135022
27,-0.875913,-0.122985,-0.999
28,0.999,0.391584,-0.538314
29,0.999,0.866777,-0.320832
30,0.158694,0.999,0.840963
31,0.999,-0.0482522,0.934629
32,0.227211,-0.988698,0.999
33,0.850183,-0.999,0.273243
34,-0.526378,-0.673758,0.999
35,0.446037,0.999,0.176039
36,0.903804,0.00282639,0.999
37,-0.999,-0.0813863,0.618688
38,0.891407,-0.999,0.801255
39,0.999,-0.791605,0.541864
40,0.999,-0.793237,-0.834953
41,0.999,0.848275,-0.887513
42,-0.999,-0.123101,-0.385608
43,-0.945039,0.999,0.886912
44,0.999,-0.0248057,0.701678
45,0.999,-0.0972007,0.470602
46,-0.679044,0.224696,-0.999
47,-0.999,0.76452,-0.459749
48,-0.249422,-0.41553,0.999
49,0.999,-0.526782,-0.419912
50,-0.757666,0.999,0.343621
51,0.671156,0.75828,-0.999
52,0.999,-0.964732,0.208074
53,-0.10668,-0.999,0.648673
54,-0.865046,-0.602114,0.999
55,-0.107319,-0.999,0.610659
56,-0.999,-0.697209,0.656074
57,0.59684,-0.498827,0.999
58,-0.999,0.63232,0.420824
59,0.778083,-0.927869,-0.999
60,0.999,-0.766142,0.763139
61,0.5424,-0.999,0.429945
62,-0.999,0.931311,0.710909
63,-0.265025,-0.79305,-0.999
0,0.78964,0.0248776,0.999
