ray_id,x,y,z
17,-0.467745,0.999,0.0183098
18,0.110438,-0.999,0.989185
19,0.963753,0.999,-0.316074
20,-0.871768,-0.999,-0.287223
21,0.0205153,-0.446716,-0.999
22,-0.999,0.616628,-0.276085
23,0.302525,0.367364,0.999
24,-0.370682,-0.00142813,0.999
25,-0.999,-0.430546,-0.63211
26,0.123004,0.999,0.331212
27,-0.497801,0.999,-0.457347
28,0.656402,-0.157942,0.999
29,0.999,0.581015,-0.306354
30,-0.878356,0.533044,-0.999
31,-0.972228,0.693956,-0.999
32,0.582737,0.999,0.335873
33,0.283408,0.999,-0.756594
34,-0.490802,-0.223835,-0.999
35,0.148781,-0.999,-0.724286
36,-0.96749,0.000853209,-0.999
37,0.999,-0.63913,0.206367
38,0.718741,-0.999,-0.528777
39,0.361005,0.999,-0.78851
40,0.448609,0.482743,-0.999
41,0.480759,-0.999,-0.312596
42,-0.999,-0.0432526,-0.784127
43,0.999,0.359754,0.373885
44,-0.999,-0.00817984,-0.900113
45,-0.00178152,0.999,0.370095
46,-0.533649,-0.999,0.423571
47,0.999,0.25522,0.819391
48,0.420287,-0.742924,-0.999
49,0.741216,-0.390885,0.999
50,-0.412491,-0.999,0.113442
51,-0.999,0.12501,-0.878548
52,0.999,0.292671,-0.565078
53,0.0320834,-0.0998073,-0.999
54,0.999,-0.479106,0.4882
55,-0.630536,0.999,0.203487
56,0.999,0.959682,0.504638
57,0.999,0.697317,0.689338
58,-0.999,0.172669,0.728161
59,-0.18228,-0.999,0.41071
60,-0.999,0.921481,0.254437
61,-0.999,0.977334,-0.815588
62,-0.438029,0.999,-0.584921
63,0.0507852,0.999,-0.296329
0,-0.156982,0.999,0.588324
1,-0.999,-0.959716,-0.274486
2,-0.817312,0.959351,0.999
3,0.999,0.0459809,-0.419432
4,-0.820513,0.201662,-0.999
5,0.999,0.156769,0.84882
6,-0.751761,0.999,-0.383398
7,-0.0650216,-0.929704,0.999
8,0.999,-0.790903,0.507849
9,0.483456,-0.999,0.460666
10,0.618745,0.999,0.0143861
11,0.999,0.908165,0.686683
12,-0.424607,-0.350447,-0.999
13,-0.961377,-0.999,0.572076
14,-0.968112,-0.707294,0.999
15,0.575697,0.999,-0.911765
16,-0.999,-0.439662,0.0425308
17,-0.0961489,-0.999,0.230653
18,0.110571,-0.978548,0.999
19,-0.999,0.895787,0.0639477
20,-0.999,-0.756416,-0.404542
21,-0.999,-0.696944,0.33045
22,0.138144,0.320714,-0.999
23,0.999,0.0926949,0.755149
24,-0.999,0.605299,0.695563
25,-0.359721,-0.534138,-0.999
26,0.132883,-0.365688,0.999
27,0.348197,-0.999,0.394875
28,0.999,-0.464742,-0.255387
29,-0.372878,0.999,0.214347
30,0.341107,-0.999,-0.597847
31,-0.253307,0.999,-0.412215
32,-0.999,0.173184,0.847376
33,0.312294,0.28584,0.999
34,-0.373745,0.999,-0.455933
35,0.391345,-0.208782,0.999
36,-0.296911,-0.532082,0.999
37,-0.919142,-0.20941,0.999
38,0.896228,-0.660487,-0.999
39,0.999,-0.612778,0.561087
40,0.82515,-0.980625,0.999
41,0.999,-0.819699,-0.10867
42,-0.77948,-0.0439833,-0.999
43,0.101756,-0.999,0.211799
44,0.999,0.523778,-0.22055
45,-0.990777,0.109014,0.999
46,-0.765234,-0.359197,-0.999
47,0.345351,0.999,0.443186
48,0.999,-0.990618,0.535992
49,0.999,-0.327532,0.876109
50,0.8925,-0.661076,-0.999
51,-0.974508,0.06073,-0.999
52,0.541983,0.713755,-0.999
53,0.351111,0.999,-0.445106
54,0.574038,-0.349875,-0.999
55,-0.486491,-0.999,-0.195925
56,0.117178,0.999,0.693801
57,0.534224,0.579256,0.999
58,-0.473598,0.999,0.887438
59,-0.532222,-0.489544,0.999
60,0.999,-0.474391,0.601107
61,0.999,0.689659,-0.893261
62,-0.762955,-0.999,0.40319
63,0.999,0.526075,-0.0461342
0,0.765229,-0.999,0.892706
1,-0.949543,-0.999,-0.239754
2,-0.801075,0.999,0.68312
3,0.582784,0.999,-0.682203
4,-0.999,0.2596,-0.499017
5,0.811068,0.0227771,0.999
6,-0.774513,0.787235,-0.999
7,0.999,-0.477294,0.195835
8,0.851871,-0.999,0.418073
9,-0.400346,0.999,0.75003
10,0.999,0.134977,0.360813
11,0.844366,0.999,0.735
12,0.999,0.192511,0.935231
13,-0.510201,-0.549703,0.999
14,0.999,-0.557952,0.190037
15,0.999,0.762809,-0.672629
16,0.999,-0.100781,0.236958
17,0.275447,0.999,0.442995
18,0.12343,0.999,-0.0472345
19,0.999,0.790722,0.450791
20,-0.348154,0.474822,-0.999
21,-0.485038,-0.822966,0.999
22,0.999,0.096437,-0.450335
23,-0.999,-0.69452,0.0562586
24,-0.589602,0.999,0.498164
25,0.999,-0.754474,-0.216514
26,0.137475,-0.999,0.688145
27,0.948903,0.420402,0.999
28,0.795038,-0.646861,-0.999
29,-0.999,0.807471,0.452374
30,0.999,-0.170675,-0.381098
31,0.999,0.465469,0.610737
32,-0.526736,-0.0732266,0.999
33,0.345166,-0.525734,-0.999
34,-0.182544,-0.999,0.431108
35,0.672554,0.707335,-0.999
36,0.291859,-0.999,-0.756126
37,-0.999,-0.191295,0.965545
38,0.999,-0.462569,-0.72349
39,0.845485,-0.999,0.885321
40,0.830136,-0.999,0.972534
41,-0.999,-0.129415,0.676414
42,0.999,-0.0499066,0.750917
43,-0.999,0.670688,0.0127684
44,-0.790552,0.999,0.38781
45,-0.999,0.100714,0.993126
46,-0.999,0.289396,0.444129
47,-0.999,-0.53392,-0.331125
48,0.977043,-0.999,0.59413
49,-0.999,0.161848,-0.0731786
50,0.999,-0.633239,-0.907279
51,-0.571389,-0.997271,0.999
52,0.23131,0.999,-0.703348
53,0.930973,-0.999,0.561646
54,0.00321496,-0.176287,0.999
55,-0.342446,0.999,-0.595337
56,-0.999,0.947922,0.93345
57,-0.999,0.189539,-0.0264927
58,-0.102292,0.414318,0.999
59,-0.999,0.191463,0.211276
60,0.246286,-0.999,0.731643
61,-0.999,0.401983,-0.970934
62,-0.959208,0.208378,0.999
63,-0.999,-0.469882,0.480764
0,0.999,-0.490105,0.970194
1,0.815797,0.438915,0.999
2,-0.714558,0.782407,-0.999
3,0.0794086,-0.154797,-0.999
4,-0.460873,0.433304,0.999
5,-0.62344,-0.999,-0.154975
6,-0.848275,0.100703,0.999
7,-0.586715,0.1963,-0.999
8,-0.554711,0.999,-0.44019
9,-0.999,-0.357307,0.946361
10,0.498185,-0.999,0.815877
11,-0.00374818,0.495315,0.999
12,0.951296,0.210693,0.999
13,0.999,0.954208,-0.433373
14,-0.999,-0.406267,-0.631621
15,-0.999,-0.349946,0.454
16,-0.999,0.2381,0.431385
17,0.647043,-0.999,0.655338
18,0.135141,-0.802787,-0.999
19,-0.999,0.685656,0.837634
20,-0.0705396,0.999,-0.745011
21,0.236969,-0.999,0.0584245
22,-0.999,-0.423754,0.822244
23,-0.223283,-0.999,-0.214947
24,0.999,-0.533538,-0.268291
25,-0.516167,-0.999,0.655428
26,0.151946,0.999,-0.291498
27,0.999,0.541138,0.947527
28,0.399544,-0.999,0.444844
29,0.443817,0.36682,0.999
30,0.0677843,0.999,-0.0747665
31,0.522081,0.262445,0.999
32,0.999,-0.869823,0.505596
33,0.364376,-0.999,0.169171
34,-0.0599194,0.283034,0.999
35,0.762389,0.999,-0.360394
36,0.373669,-0.933983,-0.999
37,0.999,0.256539,0.138457
38,0.349842,0.775536,0.999
39,0.791187,-0.862042,0.999
40,0.999,-0.338848,0.0707484
41,-0.175079,0.155097,0.999
42,0.745709,-0.0507497,0.999
43,-0.781701,0.999,-0.0264863
44,-0.999,0.943263,0.459012
45,0.224165,-0.999,0.214074
46,-0.908572,0.539224,0.999
47,-0.589949,-0.999,-0.566552
48,0.82376,-0.933507,0.999
49,0.952692,0.639646,-0.999
50,-0.999,-0.115604,0.798305
51,-0.570349,-0.999,0.993843
52,-0.999,-0.135496,0.468433
53,0.999,-0.761039,0.681489
54,-0.567608,-0.0026994,-0.999
55,-0.198401,-0.999,-0.994749
56,-0.688765,0.933737,0.999
57,0.457449,-0.180423,-0.999
58,0.79588,-0.999,0.726717
59,-0.443623,0.999,-0.723962
60,-0.999,-0.128737,0.947776
61,-0.250967,0.294334,-0.999
62,-0.999,0.459338,0.874949
63,0.0650082,-0.999,0.761216
0,0.908695,-0.294357,0.999
1,0.999,0.588954,0.869639
2,-0.611805,0.525165,0.999
3,-0.289334,-0.999,-0.766201
4,0.256741,0.664947,-0.999
5,-0.999,-0.73052,-0.457896
6,-0.922036,-0.58583,-0.999
7,-0.999,0.371858,-0.68733
8,-0.999,0.366165,-0.711895
9,-0.835172,-0.727857,0.999
10,0.295552,-0.53978,0.999
11,-0.999,-0.0963474,0.687713
12,-0.521016,0.771833,-0.999
13,0.953017,0.999,-0.476987
14,-0.102778,-0.338261,-0.999
15,-0.0302214,-0.889223,0.999
16,0.999,0.576982,0.625811
17,0.999,0.899731,0.85703
18,0.136422,-0.999,-0.894716
19,-0.159976,0.641558,0.999
20,0.986153,-0.999,0.221756
21,0.999,-0.811907,-0.935595
22,-0.719777,-0.496415,0.999
23,0.999,-0.517266,-0.642632
24,0.51517,-0.999,-0.501579
25,-0.999,-0.920597,0.933863
26,0.162411,-0.446725,-0.999
27,0.804805,0.999,0.751903
28,0.247477,-0.863219,0.999
29,0.999,0.196956,0.787899
30,-0.999,-0.343361,0.27649
31,-0.999,-0.385504,-0.243327
32,0.749507,-0.999,0.424966
33,0.378038,-0.661691,0.999
34,0.00865722,0.999,0.680852
35,0.953762,0.375549,0.999
36,0.999,-0.436213,0.868098
37,-0.999,0.704373,-0.688631
38,0.232152,0.999,0.686538
39,0.0529743,0.999,-0.560152
40,0.797309,0.444993,-0.999
41,0.999,0.560869,0.537501
42,-0.999,-0.0565606,-0.717707
43,0.537354,-0.999,-0.264772
44,0.59237,0.51978,0.999
45,0.999,-0.300834,-0.280066
46,-0.741788,0.999,-0.0262341
47,0.163159,-0.140894,-0.999
48,0.0688075,-0.610937,-0.999
49,0.999,0.651228,-0.976534
50,-0.762607,-0.0543904,0.999
51,-0.16827,0.0562715,-0.999
52,-0.440429,-0.650148,0.999
53,0.815547,-0.128607,0.999
54,-0.999,0.128791,0.515219
55,-0.196508,-0.972721,-0.999
56,0.999,0.856525,0.636737
57,0.999,-0.318239,-0.636353
58,0.999,-0.67758,0.664837
59,-0.279701,0.760358,-0.999
60,-0.697861,0.0815439,0.999
61,0.999,0.114308,-0.950392
62,-0.911119,0.999,0.607699
63,0.970933,-0.547643,0.999
0,0.311561,0.999,0.801912
1,0.494355,0.999,0.515239
2,-0.509052,0.267922,-0.999
3,-0.999,0.629934,-0.317535
4,0.974355,0.89659,0.999
5,-0.32511,-0.250048,-0.999
6,-0.966535,-0.999,0.206953
7,0.479715,0.999,0.427814
8,-0.526834,-0.304866,-0.999
9,-0.714851,-0.999,0.959606
10,-0.383885,0.999,0.381631
11,0.522587,-0.999,0.212281
12,-0.999,0.954388,-0.348669
13,0.401585,0.449865,-0.999
14,0.999,-0.254582,-0.54572
15,0.168783,-0.999,0.886842
16,-0.999,0.915863,0.820238
17,0.980361,0.999,0.867681
18,0.149415,0.999,0.162333
19,0.999,0.580591,0.774523
20,0.999,-0.972805,0.234424
21,0.949561,-0.799785,-0.999
22,0.999,-0.943945,-0.0958237
23,-0.0231627,-0.114734,-0.999
24,-0.518539,-0.00239933,-0.999
25,-0.884074,-0.901974,0.999
26,0.166416,-0.999,-0.727859
27,-0.0411933,-0.999,-0.100318
28,-0.300083,-0.374299,-0.999
29,-0.999,-0.413559,0.0291713
30,-0.476675,-0.999,0.448314
31,-0.0719345,-0.780154,-0.999
32,-0.999,-0.0861694,-0.140433
33,0.41091,0.149883,-0.999
34,0.199858,-0.999,-0.206189
35,0.999,0.224917,0.670316
36,0.954752,-0.401048,0.999
37,-0.246449,0.872967,-0.999
38,-0.403087,-0.21256,-0.999
39,-0.155281,0.473705,-0.999
40,0.6545,0.999,-0.240846
41,-0.272684,0.999,0.0380618
42,-0.711938,-0.0575161,-0.999
43,0.999,-0.29787,-0.348348
44,0.999,0.411305,0.860426
45,-0.131346,0.716352,-0.999
46,-0.583377,0.561355,-0.999
47,0.999,0.81262,-0.51736
48,-0.686145,-0.288367,0.999
49,-0.425653,0.999,-0.299993
50,0.999,0.402032,-0.504889
51,0.191309,0.999,0.784093
52,-0.0607219,-0.999,0.637651
53,0.488164,0.999,0.430602
54,-0.860569,0.170888,0.999
55,-0.0543562,0.999,-0.604839
56,-0.999,0.765129,0.207925
57,-0.999,-0.826017,0.699802
58,-0.0663579,0.999,0.341872
59,0.907376,-0.967828,0.999
60,0.617441,0.999,0.770899
61,-0.999,-0.173368,-0.872719
62,-0.586192,-0.999,-0.380412
63,0.999,-0.533161,0.991338
0,-0.610649,-0.999,0.49753
1,-0.999,-0.218192,-0.534209
2,-0.406298,0.01068,0.999
3,-0.837549,0.999,-0.215605
4,0.999,0.904868,0.927563
5,0.999,0.69473,0.0669715
6,-0.995797,-0.726637,0.999
7,0.999,0.777989,0.820176
8,-0.0377083,-0.999,-0.700547
9,0.168952,0.999,0.670242
10,-0.999,-0.397277,-0.178201
11,0.999,-0.71547,0.0631095
12,-0.879324,0.999,-0.186181
13,-0.999,-0.945883,0.330355
14,-0.999,-0.102897,0.275939
15,0.999,-0.536298,0.418371
16,-0.50269,0.999,0.86851
17,0.748805,-0.246654,0.999
18,0.15971,-0.585122,0.999
19,-0.999,0.475526,0.387681
20,0.162212,0.61019,0.999
21,-0.584916,-0.423535,0.999
22,0.783591,-0.999,-0.232955
23,-0.999,0.269948,-0.657478
24,-0.999,0.461778,-0.766855
25,0.999,-0.596668,-0.085239
26,0.180887,0.999,0.251785
27,-0.887191,0.999,-0.95254
28,-0.847644,0.114621,0.999
29,0.921175,-0.999,-0.699638
30,0.999,0.857397,0.934079
31,0.4445,-0.999,-0.577484
32,0.999,0.956838,-0.786461
33,0.443782,0.961457,0.999
34,0.370964,0.789902,-0.999
35,0.764029,-0.540567,-0.999
36,0.284173,0.131887,-0.999
37,0.32059,0.999,-0.764387
38,-0.815954,-0.999,0.0971467
39,-0.739536,-0.999,0.234983
40,0.420768,0.0906388,0.999
41,-0.999,0.747847,-0.247583
42,0.999,-0.0632146,0.684497
43,0.142591,0.999,-0.503057
44,-0.999,-0.120653,0.180863
45,-0.446549,0.999,-0.798243
46,-0.258183,-0.337066,0.999
47,0.834548,0.999,-0.42271
48,-0.999,-0.154266,0.16796
49,-0.999,0.858393,-0.027247
50,0.418714,0.552295,-0.999
51,0.234848,0.884728,0.999
52,0.999,-0.0216795,-0.371789
53,-0.0916977,-0.999,-0.57615
54,-0.289746,0.344476,-0.999
55,0.0896888,-0.999,-0.205427
56,0.999,0.673733,-0.220888
57,-0.549878,-0.940101,0.999
58,-0.999,-0.471172,0.0588355
59,0.929475,-0.999,0.961787
60,0.999,0.731865,0.704555
61,0.999,-0.461044,-0.795046
62,-0.382449,0.254459,-0.999
63,-0.999,0.462795,0.464441
0,-0.999,-0.155036,0.369022
1,-0.33574,-0.758434,-0.999
2,-0.303545,-0.246562,-0.999
3,0.0345687,-0.999,0.334991
4,0.704286,0.999,0.106601
5,0.570841,0.999,0.4114
6,-0.999,-0.687521,0.885104
7,0.760548,0.676697,0.999
8,0.999,0.475766,-0.0673612
9,0.999,-0.880679,0.39815
10,-0.733045,-0.999,-0.41986
11,-0.999,0.471712,-0.561494
12,-0.00567287,0.666026,0.999
13,-0.944656,-0.999,0.381898
14,0.762558,0.0307713,0.999
15,-0.999,0.576458,-0.708258
16,0.84922,0.769817,0.999
17,0.608765,-0.999,0.918976
18,0.162407,-0.999,0.779617
19,0.999,0.37046,0.000837535
20,-0.0438461,0.999,0.810478
21,-0.999,-0.321758,0.45826
22,-0.421303,-0.685456,-0.999
23,0.854845,0.999,-0.00933731
24,-0.440737,0.999,-0.497679
25,-0.590573,-0.339086,-0.999
26,0.191939,-0.527763,0.999
27,-0.934305,0.887676,-0.999
28,-0.999,0.250661,0.442788
29,0.999,-0.974926,-0.729556
30,0.885566,0.999,0.971394
31,0.999,-0.762524,-0.124084
32,0.916277,0.999,-0.813195
33,0.445343,0.999,0.904065
34,0.391059,0.999,-0.905771
35,0.623003,-0.999,0.00349903
36,-0.386406,0.664823,0.999
37,0.999,0.846792,-0.483281
38,-0.999,-0.647978,0.585782
39,-0.999,-0.342015,0.785099
40,0.140135,-0.999,-0.490842
41,0.916821,0.0862865,-0.999
42,0.678167,-0.0642825,0.999
43,-0.999,-0.732572,-0.709465
44,0.999,-0.652612,-0.498699
45,-0.999,0.500955,-0.445742
46,-0.0182257,-0.999,-0.476039
47,-0.919854,-0.999,0.587029
48,-0.557902,0.0342027,-0.999
49,0.999,0.369013,0.92204
50,-0.999,0.919667,0.211473
51,0.637967,-0.173273,-0.999
52,0.338875,0.586542,-0.999
53,-0.335824,-0.157407,-0.999
54,0.281077,0.518063,0.999
55,0.233734,0.999,0.193985
56,-0.999,0.582337,-0.6497
57,-0.314071,-0.999,0.841384
58,-0.663164,-0.999,-0.042974
59,0.999,-0.896327,0.843024
60,-0.999,-0.664007,0.357885
61,-0.999,-0.748719,-0.717373
62,-0.261266,0.999,-0.630477
63,0.0792312,0.999,0.18024
0,-0.466141,0.999,0.193148
1,-0.0391679,-0.999,-0.790725
2,-0.200792,-0.503805,0.999
3,0.906686,0.999,0.885587
4,0.307031,0.870768,-0.999
5,-0.160848,0.477319,0.999
6,-0.929441,-0.0401047,-0.999
7,-0.999,-0.071164,-0.328682
8,0.630127,0.999,0.157717
9,0.946246,-0.999,0.380878
10,-0.0945808,0.447926,-0.999
11,-0.109459,0.999,-0.839438
12,0.999,0.282735,-0.366431
13,-0.292969,-0.350027,0.999
14,0.999,0.0487886,0.901403
15,-0.481357,0.864607,-0.999
16,0.999,0.744256,0.984335
17,0.237169,0.999,0.706633
18,0.175399,0.999,-0.277432
19,-0.999,0.265395,-0.386005
20,-0.999,-0.809805,-0.0643054
21,0.120393,-0.0472853,-0.999
22,-0.999,-0.534864,-0.630597
23,0.999,0.941837,0.0414119
24,0.999,-0.390017,0.196999
25,-0.999,-0.27274,-0.763385
26,0.195357,-0.999,0.767572
27,-0.999,0.732446,-0.932822
28,-0.603795,0.603541,-0.999
29,0.286469,-0.757312,-0.999
30,0.798607,0.88968,0.999
31,-0.378212,-0.176247,0.999
32,0.338249,0.697406,-0.999
33,0.476654,0.225968,-0.999
34,0.58226,-0.999,-0.01873
35,0.48282,-0.542316,0.999
36,-0.808151,0.999,-0.258226
37,-0.999,0.398958,0.343807
38,-0.842984,-0.350416,0.999
39,-0.897251,-0.0853664,0.999
40,0.0442273,-0.626271,-0.999
41,0.999,0.0575635,-0.966332
42,-0.999,-0.0698686,-0.651287
43,-0.822536,-0.999,-0.741343
44,-0.306421,-0.999,-0.942478
45,0.668932,-0.999,0.616589
46,0.0670115,-0.763513,-0.999
47,-0.999,-0.907681,0.633156
48,0.197051,0.356772,0.999
49,0.834833,0.328823,0.999
50,-0.688772,0.999,0.476165
51,0.952966,-0.999,0.563029
52,-0.109866,0.999,-0.571954
53,-0.67156,0.999,-0.416097
54,0.8519,0.691651,-0.999
55,0.377779,-0.999,0.593397
56,0.633997,0.507675,-0.999
57,0.999,-0.665205,-0.0369561
58,0.606314,0.999,-0.427819
59,-0.0954533,0.697014,-0.999
60,-0.517832,-0.999,0.27444
61,0.7471,-0.999,-0.649526
62,0.0636605,-0.999,0.357634
63,0.999,0.540248,-0.0624573
0,0.45607,-0.999,-0.111234
1,0.999,-0.152571,-0.0609434
2,-0.0980386,-0.761047,-0.999
3,0.999,0.785114,0.944499
4,-0.410583,0.639125,0.999
5,-0.999,-0.12098,0.323953
6,-0.85568,0.646428,0.999
7,-0.108811,-0.449306,-0.999
8,-0.750265,-0.962781,0.999
9,0.0624431,0.999,0.0915143
10,0.149025,0.999,-0.777648
11,0.404407,0.693821,-0.999
12,0.532361,0.104886,-0.999
13,0.999,0.937557,-0.227336
14,-0.999,0.200474,0.0797442
15,-0.238132,0.999,-0.861919
16,-0.999,0.405375,0.789908
17,-0.134427,-0.999,0.494291
18,0.18428,-0.367457,-0.999
19,0.999,0.160329,-0.772848
20,-0.898461,-0.999,-0.156288
21,0.999,0.168392,0.146885
22,0.999,-0.0146728,0.641983
23,-0.999,0.154623,0.740302
24,0.366304,-0.999,0.502064
25,0.999,0.0511889,0.386992
26,0.209828,0.999,-0.212071
27,-0.265811,-0.999,-0.194239
28,-0.159786,0.999,0.621963
29,-0.999,-0.364411,-0.510716
30,-0.704543,-0.999,0.504526
31,-0.999,0.0884476,0.491495
32,-0.999,-0.000845313,-0.56651
33,0.509527,-0.585606,0.999
34,0.773461,0.999,0.868311
35,0.201611,0.3738,-0.999
36,-0.999,0.84653,-0.830128
37,0.58696,0.0436563,0.999
38,-0.13494,0.999,-0.880832
39,-0.466954,0.999,0.0901856
40,-0.332314,0.837097,0.999
41,-0.999,-0.63272,-0.181248
42,-0.644396,-0.071049,-0.999
43,0.49652,0.999,-0.979628
44,-0.475627,-0.953972,-0.999
45,0.999,-0.701075,0.82745
46,0.392206,0.134908,0.999
47,-0.361616,-0.181432,0.999
48,0.952003,0.679342,-0.999
49,-0.999,-0.120366,0.127673
50,-0.0748201,0.840019,0.999
51,0.999,-0.875558,0.796261
52,-0.999,0.178855,0.275145
53,-0.999,-0.133255,0.154138
54,0.999,0.736688,-0.480361
55,0.521824,0.999,0.992809
56,0.999,0.490941,-0.920488
57,-0.441795,-0.29922,-0.999
58,0.999,0.379077,-0.547167
59,-0.303572,0.999,-0.648535
60,0.999,0.0608798,0.011216
61,0.999,-0.962605,-0.6397
62,0.274894,0.30054,0.999
63,-0.999,-0.455709,-0.589355
0,0.999,0.180034,-0.290762
1,-0.41602,0.999,0.932789
2,-0.00259084,-0.999,0.857876
3,0.911089,0.58361,0.999
4,-0.999,0.448864,-0.642892
5,0.233879,-0.999,-0.667825
6,-0.817692,0.999,-0.0305074
7,0.999,-0.920317,-0.162813
8,-0.776454,-0.999,0.98302
9,-0.82136,-0.999,-0.19785
10,0.999,-0.929531,-0.00441092
11,0.999,0.340105,-0.812902
12,-0.93995,-0.456254,0.999
13,0.936296,0.999,-0.286809
14,0.999,0.352159,-0.741914
15,0.999,0.309786,-0.164113
16,0.999,0.0664934,0.595481
17,-0.506023,0.999,0.281948
18,0.188391,-0.999,-0.664518
19,-0.1748,0.0986357,-0.999
20,0.0237309,0.745558,-0.999
21,0.34413,0.328964,0.999
22,0.436617,0.131674,0.999
23,-0.256199,-0.137895,0.999
24,-0.666397,-0.0033704,0.999
25,-0.0662199,0.223803,0.999
26,0.221467,-0.6088,-0.999
27,0.580188,0.999,0.657983
28,-0.0562349,0.906539,0.999
29,0.999,0.246104,0.248011
30,-0.999,-0.627567,0.407332
31,0.828359,0.866352,-0.999
32,0.915953,-0.999,0.0523565
33,0.526311,-0.999,-0.0216998
34,0.801846,0.70223,0.999
35,0.00939457,0.999,0.367392
36,-0.942015,0.801242,-0.999
37,0.999,-0.0488766,0.828105
38,-0.0900544,0.913393,-0.999
39,0.0492177,-0.302972,-0.999
40,-0.37423,0.999,0.77647
41,0.064609,-0.999,0.236472
42,0.999,-0.0765226,0.618077
43,0.609289,0.8281,-0.999
44,-0.999,-0.81443,-0.820739
45,0.728085,-0.457282,0.999
46,0.705337,0.999,-0.925844
47,0.675256,0.999,0.402233
48,0.999,0.69985,-0.871912
49,0.999,-0.609746,-0.821615
50,0.999,0.561697,0.0819436
51,0.957914,-0.767726,0.999
52,-0.237321,-0.522935,0.999
53,-0.747578,-0.999,0.590655
54,0.576277,0.865239,0.999
55,0.524417,0.963012,0.999
56,-0.999,0.399545,-0.491675
57,-0.999,-0.157427,-0.625889
58,0.123208,-0.999,-0.812665
59,-0.999,-0.0148832,0.524228
60,-0.345895,0.999,-0.222018
61,-0.999,-0.67493,-0.562026
62,0.388587,0.999,0.653255
63,0.0934543,-0.999,-0.877305
0,0.62072,0.999,-0.415616
1,-0.511724,0.921046,0.999
2,0.00471466,-0.980711,0.999
3,0.220196,-0.999,0.562817
4,-0.870803,0.407483,-0.999
5,0.646806,-0.704591,-0.999
6,-0.781918,0.666039,-0.999
7,0.811417,-0.999,-0.0213506
8,-0.999,-0.681302,0.846618
9,-0.999,-0.594948,-0.256338
10,0.967905,-0.999,0.0238432
11,-0.999,-0.847077,-0.188299
12,-0.999,-0.479141,0.917468
13,0.184354,0.250189,-0.999
14,0.371108,0.399804,-0.999
15,-0.999,-0.802969,0.962516
16,-0.999,-0.272388,0.401054
17,-0.877619,-0.999,0.069605
18,0.201384,0.999,0.392531
19,-0.999,0.055264,-0.839309
20,0.158232,0.999,-0.875946
21,-0.999,0.658541,-0.75203
22,-0.999,0.505518,0.0844378
23,0.999,-0.632592,0.559808
24,-0.999,0.318256,0.838148
25,-0.999,0.375117,0.461632
26,0.224299,-0.999,-0.807286
27,0.919707,0.196753,0.999
28,0.491326,0.417619,-0.999
29,-0.982245,0.851196,0.999
30,0.295652,0.999,-0.0185547
31,0.999,0.93942,-0.858906
32,0.999,-0.955147,0.0795184
33,0.542399,-0.60182,-0.999
34,0.964662,-0.999,0.243649
35,-0.0795974,0.709084,0.999
36,-0.271436,0.268307,0.999
37,-0.999,-0.496711,0.0010165
38,0.662875,-0.522631,0.999
39,0.325557,-0.999,-0.415355
40,-0.708854,-0.301465,-0.999
41,0.999,-0.675996,0.603837
42,0.610625,-0.0778154,0.999
43,0.999,0.235986,-0.928419
44,0.999,-0.282472,-0.141177
45,-0.891316,0.999,-0.0324197
46,0.7174,0.965671,-0.999
47,0.999,0.628981,0.215328
48,0.296519,0.999,0.988151
49,0.623358,-0.701707,-0.999
50,-0.269073,0.233333,-0.999
51,0.554795,0.290274,-0.999
52,0.280455,-0.999,0.506257
53,-0.511806,-0.186207,0.999
54,0.133129,0.999,-0.552886
55,0.665869,-0.999,0.606779
56,0.999,0.308149,-0.0628626
57,0.999,0.350351,0.710265
58,-0.494748,-0.0259272,-0.999
59,-0.716469,-0.426201,0.999
60,-0.999,0.542248,-0.335453
61,0.999,-0.387254,-0.484353
62,0.713513,-0.999,-0.334856
63,0.558947,-0.767079,-0.999
0,-0.30149,-0.999,-0.719999
1,-0.999,0.523333,0.656096
2,0.107468,-0.723468,-0.999
3,-0.651921,0.999,0.0122213
4,-0.153189,0.17584,0.999
5,0.999,-0.45277,-0.714877
6,-0.708157,-0.0204933,0.999
7,-0.542926,-0.42369,0.999
8,0.184035,0.999,0.124757
9,-0.293838,0.999,-0.487214
10,0.0858354,0.999,0.825335
11,-0.741505,-0.999,-0.107842
12,0.367621,-0.999,-0.938033
13,-0.999,-0.929232,0.124318
14,-0.999,0.503844,-0.435427
15,-0.932492,-0.839992,0.999
16,0.999,-0.611269,0.206627
17,-0.999,-0.340652,-0.000327609
18,0.20885,-0.149792,0.999
19,0.999,-0.0498013,-0.452466
20,0.999,-0.593416,-0.105813
21,-0.808652,0.705214,-0.999
22,0.704462,0.948803,-0.999
23,0.0660275,-0.999,0.233622
24,-0.291872,0.999,0.497193
25,0.999,0.699046,-0.688744
26,0.238769,0.999,0.172357
27,0.999,0.00702955,0.918116
28,0.999,-0.0365791,0.858037
29,-0.999,0.856619,0.992261
30,0.999,0.113531,-0.250256
31,0.856692,0.999,-0.742754
32,-0.999,0.0878601,0.725547
33,0.575271,0.209755,0.999
34,0.999,-0.62954,0.0797037
35,-0.360806,-0.207033,-0.999
36,0.399143,-0.264628,-0.999
37,0.999,-0.944545,-0.826072
38,0.913167,-0.999,0.334484
39,0.995686,0.69131,0.999
40,-0.888595,-0.999,-0.0447822
41,-0.00972015,-0.32767,0.999
