delay,gain
46.3716,-1.2199e-05
56.1646,-6.44603e-06
58.2734,-4.97021e-06
62.0389,-1.91223e-06
47.2052,-1.19835e-05
48.5588,-9.3196e-06
55.7354,-6.49567e-06
96.6664,-2.99619e-06
97.6347,-2.37318e-06
109.313,-1.69571e-06
121.528,-1.22022e-06
123.935,-9.57222e-07
136.697,-5.55425e-07
146.275,-4.15244e-07
159.561,-3.04535e-07
169.076,-2.29919e-07
58.7923,-2.01783e-06
28.0948,2.01349e-05
29.0374,1.5585e-05
128.753,2.41539e-07
48.3141,1.17085e-05
63.8536,7.08728e-06
73.928,4.89718e-06
104.905,1.41357e-06
116.992,8.11219e-07
117.498,6.46181e-07
128.484,4.72745e-07
14.715,-3.84428e-05
45.9048,-7.88674e-06
48.7681,-5.93894e-06
54.6158,-4.24245e-06
65.3512,-2.83642e-06
74.7453,-1.58716e-06
95.9137,-9.89497e-07
100.744,4.82333e-07
120.996,2.05619e-07
15.9887,-3.53803e-05
47.1006,-9.60813e-06
57.6851,-5.0209e-06
59.4865,-5.22789e-07
47.0133,1.20325e-05
57.2439,7.90562e-06
98.9283,3.65961e-06
99.9003,2.8992e-06
105.965,2.18662e-06
142.098,1.30448e-06
144.397,1.02697e-06
189.976,6.24464e-07
202.625,4.68384e-07
224.62,3.38015e-07
235.963,2.57413e-07
255.071,1.90504e-07
267.834,1.45141e-07
270.875,1.14809e-07
272.409,9.13301e-08
107.879,3.60346e-07
46.619,-1.21342e-05
46.923,-9.6445e-06
47.4744,-7.62598e-06
82.2892,-3.51967e-06
93.6128,-2.47514e-06
97.7038,-1.8972e-06
109.931,-1.34895e-06
140.771,-8.42735e-07
147.948,-6.41484e-07
170.87,-3.55474e-07
185.925,-2.61353e-07
201.326,-1.93088e-07
201.903,-1.54029e-07
64.8057,1.83059e-06
32.3021,-1.75123e-05
47.5755,-9.51221e-06
87.2524,-1.08772e-06
95.8959,-7.91744e-07
127.499,-3.81116e-07
49.588,1.14077e-05
65.5132,4.42096e-06
69.0475,3.35573e-06
74.4666,2.48922e-06
95.2113,1.24599e-06
127.135,2.44612e-07
48.3041,1.17109e-05
63.9151,7.08046e-06
71.7514,5.04574e-06
90.0941,2.05745e-06
103.326,1.43518e-06
152.122,3.19429e-07
39.4533,1.43381e-05
47.222,9.58343e-06
51.1863,7.07296e-06
52.459,5.52109e-06
95.4588,2.42728e-06
95.52,1.94058e-06
101.328,1.46348e-06
117.919,8.04845e-07
127.904,5.93611e-07
140.431,4.32525e-07
140.962,3.44716e-07
142.713,2.72389e-07
158.506,1.56961e-07
50.1202,1.12866e-05
74.1494,3.90604e-06
77.328,2.99639e-06
79.7007,2.32575e-06
92.2571,1.28589e-06
46.3263,1.22109e-05
52.1626,8.67573e-06
94.4234,3.83421e-06
105.722,2.73954e-06
144.376,1.60487e-06
144.644,1.28152e-06
152.496,9.72424e-07
187.496,6.3272e-07
191.976,4.94364e-07
232.289,3.26856e-07
235.447,2.57977e-07
279.312,1.7397e-07
288.249,1.34861e-07
328.428,9.46902e-08
341.868,7.27739e-08
